訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
896,2010/3/8,包若男,中級,50,1246.52,0.01,火車,52.48,24.92,12.98,華南,廣西,南寧,辦公用品,夾子及其配件,GBC Standard Therm-A-Bind Covers,小型箱子,2010/3/8,,
898,2010/6/2,劉珩,高級,40,676.13,0.03,火車,45.39,15.98,6.5,華南,廣西,南寧,技術產品,電腦配件,Logitech Access Keyboard,小型箱子,2010/6/4,,
898,2010/6/2,劉珩,高級,26,7668.55,0.04,大卡,-715.78,296.18,54.12,華北,內蒙古,呼和浩特,傢俱產品,桌子,Hon 94000 Series Round Tables,巨型紙箱,2010/6/2,,
900,2009/9/30,王霞,其它,29,1193.65,0.07,火車,507.58,40.98,2.99,西北,甘肅,蘭州,辦公用品,夾子及其配件,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",小型箱子,2009/10/1,,
902,2009/7/26,王海燕,其它,10,1925.83,0.09,火車,359.83,207.48,0.99,華東,浙江,杭州,辦公用品,家用電器,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,小型箱子,2009/7/29,,
928,2011/3/1,賀軍翔,低級,21,1222.68,0.06,空運,300.97,59.98,3.99,華東,浙江,杭州,辦公用品,家用電器,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,小型箱子,2011/3/6,,
928,2011/3/1,賀軍翔,低級,26,390.2,0.02,空運,45.00,14.58,7.4,華東,安徽,合肥,傢俱產品,辦公裝飾品,DAX Clear Channel Poster Frame,小型箱子,2011/3/3,,
929,2012/10/1,趙磊,高級,21,227.66,0.04,火車,-100.16,10.97,6.5,華南,廣東,汕頭,技術產品,電腦配件,Micro Innovations 104 Keyboard,小型箱子,2012/10/4,,
929,2012/10/1,趙磊,高級,39,84.33,0.04,火車,-64.29,2.08,2.56,華南,廣東,汕頭,辦公用品,剪刀，尺子，鋸,Kleencut® Forged Office Shears by Acme United Corporation,小型包裹,2012/10/3,,
930,2009/12/16,殷子涵,中級,22,922.39,0.03,空運,-41.64,41.32,58.66,華南,廣東,汕頭,傢俱產品,辦公裝飾品,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",中型箱子,2009/12/17,,
930,2009/12/16,殷子涵,中級,11,79.19,0,火車,13.91,6.88,2,華南,廣東,汕頭,辦公用品,紙張,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",打包紙袋,2009/12/16,,
933,2012/8/4,邱夢霞,其它,15,80.61,0.02,火車,-4.72,5.28,2.99,華南,廣西,南寧,辦公用品,夾子及其配件,"Wilson Jones 1"" Hanging DublLock® Ring Binders",小型箱子,2012/8/4,,
960,2009/9/20,肖杜明,中級,46,605.97,0.07,火車,-22.72,13.73,6.85,華南,廣西,南寧,傢俱產品,辦公裝飾品,DAX Wood Document Frame.,打包紙袋,2009/9/21,,
962,2009/5/5,蔡松敏,低級,33,4064.05,0.06,火車,1408.19,122.99,19.99,華北,河北,石家莊,辦公用品,夾子及其配件,GBC Therma-A-Bind 250T Electric Binding System,小型箱子,2009/5/7,,
962,2009/5/5,蔡松敏,低級,47,3213.87,0.08,大卡,-1069.72,68.81,60,華北,內蒙古,呼和浩特,辦公用品,家用電器,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",巨型木箱,2009/5/7,,
964,2011/5/19,鄧宇,中級,50,315.02,0.02,火車,95.16,5.98,1.49,華北,內蒙古,呼和浩特,辦公用品,夾子及其配件,Avery Hanging File Binders,小型箱子,2011/5/21,,
964,2011/5/19,鄧宇,中級,4,40.02,0.02,火車,-1.28,9.93,1.09,東北,遼寧,瀋陽,辦公用品,筆、美術用品,Peel-Off® China Markers,打包紙袋,2011/5/21,,
965,2011/5/14,張婷瑩,低級,42,11230.25,0.07,大卡,-679.04,280.98,35.67,東北,遼寧,瀋陽,傢俱產品,桌子,Global Adaptabilities™ Conference Tables,巨型紙箱,2011/5/21,,
967,2012/6/20,張俊鵬,中級,6,90.56,0.03,火車,-37.58,13.99,7.51,華南,廣西,南寧,技術產品,辦公機器,Sharp EL500L Fraction Calculator,中型箱子,2012/6/22,,
967,2012/6/20,張俊鵬,中級,42,1634.9,0.01,火車,502.42,37.74,2.9,華南,廣西,南寧,辦公用品,筆、美術用品,Panasonic KP-150 Electric Pencil Sharpener,小型包裹,2012/6/21,,
967,2012/6/20,張俊鵬,中級,48,11278.18,0.01,大卡,1836.81,227.55,32.48,華南,湖北,武漢,傢俱產品,桌子,Hon Rectangular Conference Tables,巨型紙箱,2012/6/23,,
994,2009/4/19,張武藝,低級,38,132.07,0.06,火車,14.00,3.58,1.63,華南,海南,海口,辦公用品,橡皮筋,"OIC Colored Binder Clips, Assorted Sizes",打包紙袋,2009/4/23,,
995,2011/5/30,陶蔚紅,中級,46,1815.49,0.03,火車,782.91,39.89,3.04,華南,海南,海口,傢俱產品,辦公裝飾品,Ultra Commercial Grade Dual Valve Door Closer,打包紙袋,2011/5/31,,
998,2009/11/25,吳天驕,其它,16,248.26,0.07,火車,93.80,15.74,1.39,華南,廣西,南寧,辦公用品,信封,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",小型箱子,2009/11/26,,
999,2010/9/4,林釗,低級,6,583.64,0.08,火車,-179.50,95.43,19.99,西北,陝西,西安,辦公用品,容器，箱子,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,小型箱子,2010/9/11,,
1027,2012/6/2,李綿紅,中級,19,1406.15,0.04,大卡,-379.10,70.98,46.74,華東,浙江,杭州,傢俱產品,書架,"Hon Metal Bookcases, Putty",巨型紙箱,2012/6/4,,
1028,2009/1/5,田鳳琴,高級,6,165.75,0.03,火車,-28.46,28.48,1.99,華東,安徽,合肥,技術產品,電腦配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2009/1/6,,
1028,2009/1/5,田鳳琴,高級,11,2021.147,0.01,火車,-60.39,205.99,5.99,華東,上海,上海,技術產品,電話通信產品,3285,小型箱子,2009/1/7,,
1031,2009/8/31,劉珩,中級,34,226.1,0,火車,-52.21,6.37,5.19,華東,Jiangsu,南京,辦公用品,夾子及其配件,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",小型箱子,2009/9/2,,
1057,2012/2/19,謝大智,中級,41,341.36,0.09,火車,-52.48,8.46,3.62,華南,廣東,汕頭,技術產品,電腦配件,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",小型包裹,2012/2/21,,
1058,2010/4/25,周皓雲,中級,3,469.438,0.07,火車,-888.16,195.99,8.99,華南,湖南,長沙,技術產品,電話通信產品,T28 WORLD,小型箱子,2010/4/26,,
1059,2009/2/26,張治燦,中級,22,127.33,0.02,火車,5.30,5.34,2.99,華南,廣東,汕頭,辦公用品,夾子及其配件,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,小型箱子,2009/2/28,,
1059,2009/2/26,張治燦,中級,24,990.1,0.03,火車,310.22,40.98,7.47,華南,湖北,武漢,辦公用品,夾子及其配件,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",小型箱子,2009/2/27,,
1060,2010/2/20,鄭帥,中級,30,1187.55,0,火車,532.61,37.7,2.99,東北,遼寧,瀋陽,辦公用品,夾子及其配件,Vinyl Sectional Post Binders,小型箱子,2010/2/22,,
1088,2012/5/20,張檳,低級,13,269.02,0.1,火車,-112.00,20.97,6.5,華北,天津,天津,技術產品,電腦配件,Microsoft Internet Keyboard,小型箱子,2012/5/27,,
1095,2011/8/21,魏學濤,中級,28,142.18,0.07,火車,-50.14,4.98,4.72,華南,河南,鄭州,辦公用品,紙張,Xerox 1949,小型箱子,2011/8/23,,
1127,2011/9/18,楊光,其它,48,5340.5,0.01,火車,1215.28,110.98,13.99,華北,內蒙古,呼和浩特,傢俱產品,辦公裝飾品,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",中型箱子,2011/9/19,,
1154,2012/2/14,闖洋,中級,44,4462.23,0.04,大卡,440.72,100.98,26.22,華南,河南,鄭州,傢俱產品,書架,Hon 4-Shelf Metal Bookcases,巨型紙箱,2012/2/16,,
1154,2012/2/14,張子良,中級,11,663.784,0.25,火車,-481.04,71.37,69,華南,廣西,南寧,傢俱產品,桌子,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",大型箱子,2012/2/16,,
1154,2012/2/14,張子良,中級,23,115.1,0.02,火車,53.13,4.91,0.5,華北,天津,天津,辦公用品,標籤,Avery 493,小型箱子,2012/2/16,,
1154,2012/2/14,闖洋,中級,7,516.65,0.01,空運,57.10,70.97,3.5,華東,Jiangsu,南京,辦公用品,家用電器,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,小型箱子,2012/2/15,,
1185,2012/8/23,鄧鵬,低級,7,374.78,0.09,火車,20.03,55.48,14.3,華北,山西,太原,辦公用品,紙張,Xerox 194,小型箱子,2012/8/27,,
1187,2012/11/19,韓北平,中級,14,222.91,0.05,火車,20.21,15.98,4,華北,山西,太原,技術產品,電腦配件,Logitech Access Keyboard,小型箱子,2012/11/20,,
1189,2009/4/8,展大鵬,中級,27,129.1,0,火車,-59.82,4.42,4.99,東北,遼寧,瀋陽,辦公用品,信封,Grip Seal Envelopes,小型箱子,2009/4/9,,
1191,2011/11/6,賈明波,中級,35,3532.96,0.08,大卡,-243.60,100.8,60,西南,重慶,重慶,傢俱產品,桌子,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",巨型木箱,2011/11/7,,
1217,2012/4/25,黃錦悅,其它,25,662.16,0.07,火車,185.21,28.48,1.99,華南,海南,海口,技術產品,電腦配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2012/4/26,,
1218,2009/6/19,胡慶平,其它,3,46.46,0.1,火車,-25.13,14.42,6.75,華南,海南,海口,辦公用品,家用電器,Holmes Odor Grabber,中型箱子,2009/6/22,,
1221,2012/4/18,韓慶峰,其它,1,14.68,0.06,火車,-13.78,8.6,6.19,華南,湖北,武漢,辦公用品,夾子及其配件,Avery Printable Repositionable Plastic Tabs,小型箱子,2012/4/18,,
1221,2012/4/18,韓慶峰,其它,11,10145.14,0.03,火車,3724.57,896.99,19.99,華南,廣西,南寧,辦公用品,夾子及其配件,GBC DocuBind TL300 Electric Binding System,小型箱子,2012/4/20,,
1221,2012/4/18,韓慶峰,其它,16,68.45,0.08,火車,-57.88,4.24,5.41,華南,湖北,武漢,辦公用品,夾子及其配件,Storex DuraTech Recycled Plastic Frosted Binders,小型箱子,2012/4/20,,
1222,2010/2/4,楊婷,中級,48,257.39,0.08,火車,-121.91,5.28,5.57,華南,廣西,南寧,辦公用品,紙張,Xerox 1981,小型箱子,2010/2/4,,
1253,2010/1/25,王國宇,中級,15,494.34,0.05,火車,-30.19,31.98,6.72,西北,甘肅,蘭州,辦公用品,容器，箱子,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,小型箱子,2010/1/25,,
1280,2010/1/10,鄭帥,低級,40,827.27,0.05,火車,-170.87,20.97,6.5,華南,廣西,南寧,技術產品,電腦配件,Microsoft Internet Keyboard,小型箱子,2010/1/10,,
1282,2012/2/27,李宇震,其它,26,892.38,0,火車,366.48,31.78,1.99,華東,浙江,杭州,技術產品,電腦配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2012/2/29,,
1282,2012/2/27,李宇震,其它,10,29.41,0.01,火車,-2.06,2.78,1.34,華東,浙江,杭州,辦公用品,筆、美術用品,Prang Drawing Pencil Set,打包紙袋,2012/2/29,,
1285,2012/5/31,鄒翔然,中級,27,3874.12,0,大卡,-305.98,130.98,54.74,華南,廣東,汕頭,傢俱產品,書架,"O'Sullivan Elevations Bookcase, Cherry Finish",巨型紙箱,2012/5/31,,
1285,2012/5/31,鄒翔然,中級,8,1452.216,0.05,大卡,-277.29,218.75,69.64,華南,廣東,潮州,傢俱產品,桌子,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,巨型紙箱,2012/6/1,,
1286,2010/5/13,馬立強,其它,46,234.37,0.05,火車,-144.68,5.18,5.74,華南,廣東,潮州,辦公用品,夾子及其配件,Wilson Jones Impact Binders,小型箱子,2010/5/14,,
1286,2010/5/13,馬立強,其它,14,1000.3565,0.06,火車,229.78,85.99,3.3,華南,湖南,長沙,技術產品,電話通信產品,Accessory20,小型包裹,2010/5/15,,
1287,2009/7/4,趙若男,高級,39,3908.65,0.06,火車,480.57,105.29,10.12,華南,湖北,武漢,傢俱產品,辦公裝飾品,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,大型箱子,2009/7/6,,
1313,2009/9/12,李雲峰,中級,34,840.07,0,火車,-83.75,22.84,16.92,華北,河北,石家莊,辦公用品,紙張,Xerox 1973,小型箱子,2009/9/14,,
1314,2009/5/12,黃錦凱,中級,4,42.58,0,火車,-7.61,9.27,4.39,華東,浙江,杭州,辦公用品,紙張,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",打包紙袋,2009/5/14,,
1317,2011/5/18,韓民,高級,44,523.42,0.06,火車,39.42,11.7,5.63,華東,安徽,合肥,辦公用品,夾子及其配件,Fellowes Binding Cases,小型箱子,2011/5/20,,
1317,2011/5/18,韓民,高級,40,192.54,0.08,火車,-186.73,4.98,7.44,華東,福建,福州,辦公用品,紙張,Xerox 1922,小型箱子,2011/5/19,,
1317,2011/5/18,韓民,高級,29,156.7,0.06,火車,-76.64,5.28,5.57,華東,福建,福州,辦公用品,紙張,Xerox 1981,小型箱子,2011/5/20,,
1344,2012/4/15,鄒捷瑜,低級,15,834.904,0.06,火車,-11.68,65.99,5.26,華北,山西,太原,技術產品,電話通信產品,g520,小型箱子,2012/4/22,,
1344,2012/4/15,鄒捷瑜,低級,18,2480.9205,0.01,火車,313.58,155.99,8.99,東北,遼寧,瀋陽,技術產品,電話通信產品,LX 788,小型箱子,2012/4/19,,
1345,2012/10/27,楊成,低級,24,2443.85,0.08,大卡,-120.85,100.98,35.84,東北,遼寧,瀋陽,傢俱產品,書架,"Bush Westfield Collection Bookcases, Fully Assembled",巨型紙箱,2012/10/31,,
1346,2012/6/17,楊雅,高級,48,4789.89,0.09,大卡,421.15,100.98,26.22,西南,貴州,貴陽,傢俱產品,書架,Hon 4-Shelf Metal Bookcases,巨型紙箱,2012/6/19,,
1382,2010/8/16,胡昆,低級,5,89.335,0.06,火車,-107.10,20.99,2.5,華南,海南,海口,技術產品,電話通信產品,Accessory37,打包紙袋,2010/8/20,,
1382,2010/8/16,胡昆,低級,39,158.46,0.06,火車,-130.66,3.98,5.26,華北,天津,天津,辦公用品,夾子及其配件,Ibico Presentation Index for Binding Systems,小型箱子,2010/8/23,,
1382,2010/8/16,胡昆,低級,31,7180.83,0.02,大卡,487.17,220.98,64.66,西北,陝西,西安,傢俱產品,書架,"Bush Cubix Collection Bookcases, Fully Assembled",巨型紙箱,2010/8/23,,
1383,2010/4/26,馬明麗,高級,43,17129.97,0.07,火車,5616.08,415.88,11.37,華東,浙江,杭州,辦公用品,容器，箱子,Deluxe Rollaway Locking File with Drawer,小型箱子,2010/4/27,,
1411,2009/12/20,魏禮岩,高級,39,5748.2,0.09,大卡,-459.86,160.98,35.02,華南,廣東,潮州,傢俱產品,書架,Rush Hierlooms Collection Rich Wood Bookcases,巨型紙箱,2009/12/21,,
1411,2009/12/20,魏禮岩,高級,47,6717.9325,0.09,火車,1717.89,175.99,4.99,華南,廣東,潮州,技術產品,電話通信產品,5165,小型箱子,2009/12/22,,
1412,2010/3/12,鄭則強,其它,13,59.03,0.1,空運,26.92,3.69,0.5,華北,北京,北京,辦公用品,標籤,Avery 52,小型箱子,2010/3/14,,
1412,2010/3/12,鄭則強,其它,21,97.48,0.05,火車,-5.77,4.71,0.7,華南,海南,海口,辦公用品,橡皮筋,Plymouth Boxed Rubber Bands by Plymouth,打包紙袋,2010/3/14,,
1414,2011/8/15,王一楠,中級,44,4530.96,0.07,大卡,-993.35,105.49,41.64,華南,廣西,南寧,傢俱產品,桌子,Balt Solid Wood Rectangular Table,巨型紙箱,2011/8/15,,
1440,2011/8/9,韓嫕,低級,41,726.22,0.01,火車,52.47,17.67,8.99,東北,吉林,長春,傢俱產品,辦公裝飾品,"Executive Impressions 12"" Wall Clock",小型包裹,2011/8/11,,
1444,2009/12/5,馮麗冰,中級,32,21717.36,0.06,空運,8249.86,699.99,24.49,華南,廣東,潮州,技術產品,影印機、傳真機,Canon PC1060 Personal Laser Copier,大型箱子,2009/12/7,,
1444,2009/12/5,馮麗冰,中級,13,15823.27,0.04,大卡,1759.34,1360.14,14.7,華北,北京,北京,技術產品,辦公機器,Okidata ML395C Color Dot Matrix Printer,巨型木箱,2009/12/8,,
1444,2009/12/5,馮麗冰,中級,2,21.44,0.02,火車,-13.67,6.48,8.74,華北,山西,太原,辦公用品,紙張,Xerox 1984,小型箱子,2009/12/7,,
1444,2009/12/5,馮麗冰,中級,24,416.4,0.02,火車,24.33,17.15,4.96,華北,內蒙古,呼和浩特,辦公用品,容器，箱子,Advantus Rolling Storage Box,小型箱子,2009/12/7,,
1444,2009/12/5,馮麗冰,中級,25,772.24,0.07,火車,181.98,30.98,8.74,華北,山西,太原,辦公用品,紙張,Xerox 1979,小型箱子,2009/12/6,,
1445,2011/1/9,趙和,中級,3,1326.09,0,火車,-20.55,420.98,19.99,華北,山西,太原,辦公用品,夾子及其配件,GBC DocuBind 200 Manual Binding Machine,小型箱子,2011/1/12,,
1445,2011/1/9,趙和,中級,30,339.49,0.08,火車,-74.21,11.97,5.81,華北,內蒙古,呼和浩特,辦公用品,筆、美術用品,Staples SlimLine Pencil Sharpener,小型包裹,2011/1/11,,
1447,2012/10/14,劉湘琪,高級,40,2135.9735,0.07,火車,239.40,65.99,8.99,東北,吉林,長春,技術產品,電話通信產品,SC-3160,小型箱子,2012/10/17,,
1504,2012/8/27,崔雲浩,中級,31,293.18,0.08,火車,64.22,10.01,1.99,東北,遼寧,瀋陽,技術產品,電腦配件,TDK 4.7GB DVD-R,小型包裹,2012/8/28,,
1507,2010/10/13,郭玲玲,中級,29,4345.86,0.09,火車,126.62,152.48,4,東北,吉林,長春,技術產品,電腦配件,Adesso Programmable 142-Key Keyboard,小型箱子,2010/10/15,,
1537,2012/2/14,魯菁菁,其它,5,16.6,0.07,火車,-20.30,2.16,6.05,華南,海南,海口,辦公用品,夾子及其配件,Peel & Stick Add-On Corner Pockets,小型箱子,2012/2/14,,
1538,2011/6/17,金相城,其它,15,1297.304,0,火車,149.82,95.99,4.9,華南,河南,鄭州,技術產品,電話通信產品,T60,小型箱子,2011/6/18,,
1539,2011/3/9,祁新平,低級,33,511.83,0.1,火車,-172.88,15.99,13.18,華南,河南,鄭州,辦公用品,夾子及其配件,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",小型箱子,2011/3/11,,
1539,2011/3/9,祁新平,低級,38,184.99,0.05,火車,-144.55,4.89,4.93,華南,廣西,南寧,技術產品,電腦配件,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",小型包裹,2011/3/14,,
1540,2012/8/4,周飛,高級,30,80.9,0.09,火車,5.76,2.88,0.7,華南,廣西,南寧,辦公用品,筆、美術用品,Newell 335,打包紙袋,2012/8/6,,
1542,2010/9/14,周文龍,中級,47,2150.25,0.06,火車,586.93,48.58,3.99,華南,河南,鄭州,辦公用品,家用電器,Belkin Premiere Surge Master II 8-outlet surge protector,小型箱子,2010/9/16,,
1542,2010/9/14,周文龍,中級,13,448,0.08,火車,27.20,35.51,6.31,華南,海南,海口,辦公用品,容器，箱子,Steel Personal Filing/Posting Tote,小型箱子,2010/9/16,,
1573,2012/12/27,薑昊,高級,13,759.94,0.09,大卡,-226.45,60.89,32.41,華南,廣西,南寧,傢俱產品,椅子,"Global Push Button Manager's Chair, Indigo",巨型木箱,2012/12/29,,
1575,2011/9/12,唐晨,中級,26,133.65,0.05,火車,56.28,4.98,0.8,華南,廣西,南寧,辦公用品,紙張,Rediform S.O.S. Phone Message Books,打包紙袋,2011/9/14,,
1575,2011/9/12,唐晨,中級,10,525.674,0.08,火車,-147.02,65.99,5.26,華南,海南,海口,技術產品,電話通信產品,8860,小型箱子,2011/9/14,,
1600,2010/3/2,郝磊,中級,32,303.59,0.1,火車,-45.99,9.65,6.22,華北,北京,北京,傢俱產品,辦公裝飾品,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",小型箱子,2010/3/4,,
1600,2010/3/2,郝磊,中級,36,191.6,0.04,火車,-150.74,4.98,7.44,西北,寧夏,銀川,辦公用品,紙張,Xerox 1922,小型箱子,2010/3/3,,
1604,2010/7/16,劉波,低級,47,622.82,0,火車,128.88,12.64,4.98,華東,浙江,杭州,傢俱產品,辦公裝飾品,Nu-Dell Executive Frame,小型包裹,2010/7/16,,
1637,2011/2/7,胡炎,其它,36,1225.52,0.1,空運,-1191.13,35.48,35,華東,山東,菏澤,辦公用品,容器，箱子,Belkin OmniView SE Rackmount Kit,大型箱子,2011/2/7,,
1637,2011/2/7,胡炎,其它,10,1024.29,0.07,火車,-95.52,99.99,19.99,華南,廣東,潮州,技術產品,電腦配件,US Robotics 56K V.92 External Faxmodem,小型箱子,2011/2/7,,
1637,2011/2/7,胡炎,其它,47,1348.57,0.08,火車,19.57,30.98,8.99,華南,廣東,潮州,辦公用品,筆、美術用品,"Boston School Pro Electric Pencil Sharpener, 1670",小型包裹,2011/2/9,,
1639,2011/8/19,方明剛,其它,24,163.14,0.09,火車,-62.20,6.78,6.18,華南,廣東,潮州,辦公用品,紙張,Strathmore Photo Mount Cards,小型箱子,2011/8/20,,
1665,2009/5/7,劉宇飛,高級,26,755.6075,0.05,火車,149.17,35.99,1.1,華南,廣東,潮州,技術產品,電話通信產品,Accessory35,小型箱子,2009/5/9,,
1666,2011/10/17,隋作鑫,中級,19,5642.18,0.09,空運,1996.68,315.98,19.99,華北,山西,太原,辦公用品,夾子及其配件,GBC ProClick™ 150 Presentation Binding System,小型箱子,2011/10/19,,
1699,2010/12/29,謝鳴,中級,40,430.88,0.05,火車,39.00,11.09,5.25,華東,福建,福州,辦公用品,信封,#10 Self-Seal White Envelopes,小型箱子,2011/3/23,,
1701,2012/5/18,魏松敏,高級,49,2047.58,0.01,火車,902.62,40.98,1.99,華南,廣西,南寧,技術產品,電腦配件,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",小型包裹,2012/5/20,,
1701,2012/5/18,魏松敏,高級,1,56.61,0.02,火車,-22.16,40.97,14.45,華北,內蒙古,呼和浩特,傢俱產品,辦公裝飾品,Dana Halogen Swing-Arm Architect Lamp,大型箱子,2012/5/20,,
1702,2011/5/6,曹苑,高級,23,67.24,0.06,火車,4.90,2.84,0.93,華北,內蒙古,呼和浩特,辦公用品,筆、美術用品,SANFORD Liquid Accent™ Tank-Style Highlighters,打包紙袋,2011/5/7,,
1761,2010/12/23,祁新平,高級,25,12028.23,0.01,大卡,-547.61,449.99,49,東北,黑龍江,哈爾濱,技術產品,影印機、傳真機,Canon PC940 Copier,巨型木箱,2010/12/25,,
1762,2009/8/19,吳媛,其它,29,857.11,0.07,火車,285.20,31.78,1.99,西南,貴州,貴陽,技術產品,電腦配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2009/8/21,,
